Character,Frequency,Radical_position,Radical,Strokes
菆,7974,艸 140.8,艸,11
藗,7975,艸 140.15,艸,17
藧,7976,艸 140.15,艸,18
袵,7977,衣 145.6,衣,11
裯,7978,衣 145.8,衣,13
褵,7979,衣 145.11,衣,15
襆,7980,衣 145.12,衣,17
詤,7981,言 149.6,言,13
譓,7982,言 149.12,言,19
跊,7983,足 157.5,足,12
軈,7984,身 158.17,身,24
苘,7985,艸 140.5,艸,8
迺,7986,辵 162.6,辵,9
掭,7987,手 64.8,手,11
邇,7988,辵 162.14,辵,17
邘,7989,邑 163.3,邑,5
鄳,7990,邑 163.13,邑,15
猸,7991,犬 94.9,犬,12
艴,7992,色 139.5,色,11
鑕,7993,金 167.15,金,23
柃,7994,木 75.5,木,9
闒,7995,門 169.10,門,18
毹,7996,毛 82.9,毛,13
脶,7997,肉 130.7,肉,11
颋,7998,頁 181.6,頁,12
鵀,7999,鳥 196.6,鳥,17
鶜,8000,鳥 196.9,鳥,19
鶟,8001,鳥 196.9,鳥,20
鷱,8002,鳥 196.12,鳥,23
鷲,8003,鳥 196.12,鳥,23
鹍,8004,鳥 196.8,鳥,13
麖,8005,鹿 198.8,鹿,19
䦆,8006,金 167.19,金,28
軎,8007,車 159.3,車,10
稂,8008,禾 115.7,禾,12
蒞,8009,艸 140.10,艸,13
蠆,8010,虫 142.13,虫,18
褲,8011,衣 145.10,衣,15
佧,8012,人 9.5,人,7
紵,8013,糸 120.5,糸,11
緌,8014,糸 120.8,糸,14
蠾,8015,虫 142.21,虫,27
裲,8016,衣 145.8,衣,13
郈,8017,邑 163.6,邑,8
鋐,8018,金 167.7,金,15
餱,8019,食 184.9,食,17
瓞,8020,瓜 97.5,瓜,10
驙,8021,馬 187.13,馬,23
鯙,8022,魚 195.8,魚,19
眆,8023,目 109.4,目,9
睠,8024,目 109.8,目,13
瞫,8025,目 109.12,目,17
矅,8026,目 109.14,目,19
碃,8027,石 112.8,石,13
禃,8028,示 113.8,示,12
秔,8029,禾 115.4,禾,9
穻,8030,穴 116.3,穴,8
箇,8031,竹 118.8,竹,14
籐,8032,竹 118.15,竹,21
絏,8033,糸 120.6,糸,12
纕,8034,糸 120.17,糸,23
翐,8035,羽 124.5,羽,11
耈,8036,老 125.5,老,11
耎,8037,而 126.3,而,9
脷,8038,肉 130.7,肉,11
膕,8039,肉 130.11,肉,15
艐,8040,舟 137.9,舟,15
艷,8041,色 139.18,色,24
苙,8042,艸 140.5,艸,8
葹,8043,艸 140.9,艸,12
蓂,8044,艸 140.10,艸,13
蔲,8045,艸 140.11,艸,14
薋,8046,艸 140.13,艸,16
蛷,8047,虫 142.7,虫,13
蜑,8048,虫 142.7,虫,12
衂,8049,血 143.3,血,9
衋,8050,血 143.18,血,24
袿,8051,衣 145.6,衣,11
訕,8052,言 149.3,言,10
訝,8053,言 149.4,言,11
詠,8054,言 149.5,言,12
誳,8055,言 149.8,言,15
諆,8056,言 149.8,言,15
讱,8057,言 149.3,言,5
軃,8058,身 158.12,身,19
轝,8059,車 159.14,車,20
郀,8060,邑 163.6,邑,8
郵,8061,邑 163.8,邑,10
鉐,8062,金 167.5,金,13
鍧,8063,金 167.9,金,17
鍼,8064,金 167.9,金,17
鏦,8065,金 167.11,金,19
镵,8066,金 167.17,金,22
閭,8067,門 169.7,門,14
闢,8068,門 169.13,門,21
陗,8069,阜 170.7,阜,9
陼,8070,阜 170.9,阜,10
韈,8071,革 177.15,革,23
骫,8072,骨 188.3,骨,12
骳,8073,骨 188.5,骨,14
骹,8074,骨 188.6,骨,15
髠,8075,髟 190.2,髟,12
髥,8076,髟 190.4,髟,14
鳒,8077,魚 195.10,魚,18
鶡,8078,鳥 196.9,鳥,20
龒,8079,龍 212.5,龍,21
籂,8080,竹 118.13,竹,19
翯,8081,羽 124.10,羽,16
莚,8082,艸 140.7,艸,9
萗,8083,艸 140.8,艸,11
転,8084,車 159.4,車,11
鄷,8085,邑 163.13,邑,15
靭,8086,革 177.3,革,12
馉,8087,食 184.10,食,12
騙,8088,馬 187.9,馬,19
驊,8089,馬 187.12,馬,20
鼰,8090,鼠 208.7,鼠,20
綑,8091,糸 120.7,糸,13
績,8092,糸 120.11,糸,17
臘,8093,肉 130.15,肉,19
臛,8094,肉 130.16,肉,20
賜,8095,貝 154.8,貝,15
贈,8096,貝 154.12,貝,19
蹣,8097,足 157.11,足,18
軡,8098,車 159.4,車,11
鋸,8099,金 167.8,金,16
錐,8100,金 167.8,金,16
顎,8101,頁 181.9,頁,18
瞐,8102,目 109.10,目,15
銶,8103,金 167.7,金,15
钖,8104,金 167.3,金,8
矊,8105,目 109.14,目,19
矘,8106,目 109.20,目,25
矚,8107,目 109.21,目,26
矡,8108,矛 110.20,矛,25
硽,8109,石 112.8,石,13
磿,8110,石 112.12,石,17
礈,8111,石 112.13,石,17
礜,8112,石 112.14,石,18
秲,8113,禾 115.6,禾,11
窮,8114,穴 116.10,穴,15
竄,8115,穴 116.13,穴,18
笗,8116,竹 118.5,竹,11
箘,8117,竹 118.8,竹,14
箽,8118,竹 118.9,竹,15
簍,8119,竹 118.11,竹,17
簜,8120,竹 118.12,竹,18
粷,8121,米 119.8,米,14
絨,8122,糸 120.6,糸,12
絹,8123,糸 120.7,糸,13
緷,8124,糸 120.9,糸,15
緻,8125,糸 120.9,糸,16
繉,8126,糸 120.11,糸,17
繙,8127,糸 120.12,糸,18
罁,8128,缶 121.8,缶,14
羅,8129,网 122.14,网,19
羇,8130,网 122.17,网,22
聣,8131,耳 128.8,耳,14
聰,8132,耳 128.11,耳,17
脙,8133,肉 130.7,肉,11
脛,8134,肉 130.7,肉,11
脻,8135,肉 130.8,肉,12
脼,8136,肉 130.8,肉,12
腗,8137,肉 130.8,肉,12
艜,8138,舟 137.11,舟,17
萊,8139,艸 140.8,艸,11
葘,8140,艸 140.9,艸,12
葢,8141,艸 140.9,艸,12
蔥,8142,艸 140.11,艸,14
藍,8143,艸 140.14,艸,17
藘,8144,艸 140.15,艸,18
藝,8145,艸 140.15,艸,18
蘿,8146,艸 140.19,艸,22
蛬,8147,虫 142.6,虫,12
螁,8148,虫 142.10,虫,15
螚,8149,虫 142.10,虫,16
螤,8150,虫 142.10,虫,16
袇,8151,衣 145.4,衣,9
袌,8152,衣 145.5,衣,11
袔,8153,衣 145.5,衣,10
袦,8154,衣 145.5,衣,10
袨,8155,衣 145.5,衣,10
覂,8156,襾 146.5,襾,10
訃,8157,言 149.2,言,9
訋,8158,言 149.3,言,10
詫,8159,言 149.6,言,13
詬,8160,言 149.6,言,13
詮,8161,言 149.6,言,13
詻,8162,言 149.6,言,13
誠,8163,言 149.7,言,13
謬,8164,言 149.11,言,18
譃,8165,言 149.12,言,18
譄,8166,言 149.12,言,19
譯,8167,言 149.13,言,20
譽,8168,言 149.14,言,20
賰,8169,貝 154.9,貝,16
趮,8170,走 156.13,走,20
蹱,8171,足 157.12,足,19
軙,8172,車 159.4,車,11
軠,8173,車 159.4,車,11
輩,8174,車 159.8,車,15
辭,8175,辛 160.12,辛,19
遜,8176,辵 162.10,辵,13
鄧,8177,邑 163.12,邑,14
鄫,8178,邑 163.12,邑,14
鄿,8179,邑 163.16,邑,17
酀,8180,邑 163.16,邑,18
釡,8181,金 167.2,金,10
釢,8182,金 167.2,金,10
鉃,8183,金 167.5,金,13
鍍,8184,金 167.9,金,17
鍎,8185,金 167.9,金,17
鎖,8186,金 167.10,金,18
闃,8187,門 169.9,門,17
鞗,8188,革 177.7,革,15
韱,8189,韭 179.8,韭,17
頹,8190,頁 181.7,頁,16
願,8191,頁 181.10,頁,19
顳,8192,頁 181.18,頁,27
餁,8193,食 184.6,食,14
餃,8194,食 184.6,食,14
餵,8195,食 184.9,食,17
馮,8196,馬 187.2,馬,12
馳,8197,馬 187.3,馬,13
駛,8198,馬 187.5,馬,15
騎,8199,馬 187.8,馬,18
騺,8200,馬 187.11,馬,21
鯚,8201,魚 195.8,魚,19
鰟,8202,魚 195.10,魚,21
鱉,8203,魚 195.12,魚,22
鳛,8204,魚 195.11,魚,19
鴟,8205,鳥 196.5,鳥,16
鴮,8206,鳥 196.6,鳥,17
鴲,8207,鳥 196.6,鳥,17
鴷,8208,鳥 196.6,鳥,17
鷷,8209,鳥 196.12,鳥,23
鸀,8210,鳥 196.13,鳥,24
麎,8211,鹿 198.7,鹿,18
麡,8212,鹿 198.14,鹿,25
麧,8213,麥 199.3,麥,14
鼇,8214,黽 205.10,黽,23
鼞,8215,鼓 207.11,鼓,24
鼤,8216,鼠 208.4,鼠,17
齺,8217,齒 211.10,齒,25
齽,8218,齒 211.13,齒,28
龑,8219,龍 212.4,龍,20
裏,8220,衣 145.7,衣,13
䦶,8221,門 169.6,門,14
䲡,8222,魚 195.9,魚,20
砮,8223,石 112.5,石,10
綟,8224,糸 120.8,糸,14
緜,8225,糸 120.9,糸,15
繑,8226,糸 120.12,糸,18
纑,8227,糸 120.16,糸,22
罈,8228,缶 121.12,缶,18
蠙,8229,虫 142.14,虫,20
輴,8230,車 159.9,車,16
酨,8231,酉 164.6,酉,13
鏂,8232,金 167.11,金,19
駹,8233,馬 187.7,馬,17
鎪,8234,金 167.10,金,17
瞕,8235,目 109.11,目,16
窪,8236,穴 116.9,穴,14
肻,8237,肉 130.4,肉,8
蠔,8238,虫 142.14,虫,20
鐰,8239,金 167.13,金,21
綵,8240,糸 120.8,糸,14
鮰,8241,魚 195.6,魚,17
鳾,8242,鳥 196.4,鳥,15
虰,8243,虫 142.2,虫,8
驎,8244,馬 187.12,馬,22
荬,8245,艸 140.6,艸,9
鑛,8246,金 167.15,金,22
犏,8247,牛 93.9,牛,13
鞧,8248,革 177.9,革,18
鮋,8249,魚 195.5,魚,16
鰷,8250,魚 195.11,魚,21
鶲,8251,鳥 196.10,鳥,21
盕,8252,皿 108.6,皿,11
盩,8253,皿 108.12,皿,17
盻,8254,目 109.4,目,9
眖,8255,目 109.5,目,10
砛,8256,石 112.4,石,9
硈,8257,石 112.6,石,11
禢,8258,示 113.10,示,14
禥,8259,示 113.11,示,15
窼,8260,穴 116.11,穴,16
竏,8261,立 117.3,立,8
筈,8262,竹 118.6,竹,12
筽,8263,竹 118.7,竹,13
篴,8264,竹 118.11,竹,16
籆,8265,竹 118.14,竹,19
籇,8266,竹 118.14,竹,20
紏,8267,糸 120.4,糸,10
肣,8268,肉 130.4,肉,8
胑,8269,肉 130.5,肉,9
臮,8270,自 132.6,自,12
苲,8271,艸 140.5,艸,8
蒃,8272,艸 140.9,艸,12
虗,8273,虍 141.5,虍,11
蜌,8274,虫 142.7,虫,13
跘,8275,足 157.5,足,12
鞦,8276,革 177.9,革,18
驄,8277,馬 187.11,馬,21
鷭,8278,鳥 196.12,鳥,23
鸼,8279,鳥 196.6,鳥,11
鹐,8280,鳥 196.8,鳥,13
矄,8281,目 109.14,目,19
魖,8282,鬼 194.12,鬼,20
鴐,8283,鳥 196.5,鳥,16
薀,8284,艸 140.13,艸,16
謏,8285,言 149.10,言,16
脎,8286,肉 130.6,肉,10
締,8287,糸 120.9,糸,15
聧,8288,耳 128.9,耳,15
脜,8289,肉 130.7,肉,11
艤,8290,舟 137.13,舟,19
荖,8291,艸 140.6,艸,9
蕌,8292,艸 140.12,艸,15
蠷,8293,虫 142.18,虫,24
褏,8294,衣 145.9,衣,14
觽,8295,角 148.16,角,22
踫,8296,足 157.9,足,15
蹽,8297,足 157.12,足,19
軉,8298,身 158.20,身,27
軛,8299,車 159.4,車,11
墚,8300,土 32.11,土,14
搌,8301,手 64.10,手,13
擗,8302,手 64.13,手,16
哳,8303,口 30.7,口,10
鋻,8304,金 167.8,金,16
楗,8305,木 75.9,木,12
韂,8306,革 177.13,革,22
飆,8307,風 182.12,風,21
饏,8308,食 184.12,食,20
耥,8309,耒 127.8,耒,14
髼,8310,髟 190.7,髟,17
篼,8311,竹 118.11,竹,17
鬑,8312,髟 190.10,髟,20
醑,8313,酉 164.9,酉,16
鴧,8314,鳥 196.5,鳥,16
眜,8315,目 109.5,目,10
瞷,8316,目 109.12,目,17
磦,8317,石 112.11,石,16
礨,8318,石 112.15,石,20
祃,8319,示 113.3,示,7
祲,8320,示 113.7,示,11
祻,8321,示 113.8,示,12
窊,8322,穴 116.5,穴,10
簥,8323,竹 118.12,竹,18
籲,8324,竹 118.26,竹,32
縢,8325,糸 120.10,糸,16
繌,8326,糸 120.11,糸,17
繒,8327,糸 120.12,糸,18
聜,8328,耳 128.8,耳,14
胔,8329,肉 130.5,肉,12
胾,8330,肉 130.6,肉,12
脨,8331,肉 130.7,肉,11
膼,8332,肉 130.13,肉,15
艕,8333,舟 137.10,舟,16
苼,8334,艸 140.5,艸,8
莻,8335,匕 21.9,匕,13
蓨,8336,艸 140.11,艸,13
蓵,8337,艸 140.11,艸,14
蓾,8338,艸 140.11,艸,14
藦,8339,艸 140.15,艸,18
虀,8340,艸 140.19,艸,22
蚈,8341,虫 142.6,虫,10
蛡,8342,虫 142.6,虫,12
蛻,8343,虫 142.7,虫,13
蝝,8344,虫 142.9,虫,15
蝹,8345,虫 142.10,虫,15
蟿,8346,虫 142.13,虫,19
衼,8347,衣 145.4,衣,9
褦,8348,衣 145.10,衣,15
襶,8349,衣 145.18,衣,22
覐,8350,見 147.4,見,11
詯,8351,言 149.6,言,13
誴,8352,言 149.8,言,15
諓,8353,言 149.8,言,15
謧,8354,言 149.11,言,17
謪,8355,言 149.11,言,18
譁,8356,言 149.12,言,17
貤,8357,貝 154.3,貝,10
赪,8358,赤 155.6,赤,13
踖,8359,足 157.8,足,15
軆,8360,身 158.13,身,20
輈,8361,車 159.6,車,13
鄛,8362,邑 163.11,邑,13
鄡,8363,邑 163.11,邑,13
醖,8364,酉 164.9,酉,16
屺,8365,山 46.3,山,6
鍑,8366,金 167.9,金,17
鏉,8367,金 167.11,金,19
雊,8368,隹 172.5,隹,13
顓,8369,頁 181.9,頁,18
飐,8370,風 182.5,風,9
稆,8371,禾 115.6,禾,11
駳,8372,馬 187.8,馬,16
騽,8373,馬 187.11,馬,21
骍,8374,馬 187.7,馬,10
筻,8375,竹 118.7,竹,13
魱,8376,魚 195.4,魚,15
舣,8377,舟 137.3,舟,9
鮾,8378,魚 195.7,魚,18
鯋,8379,魚 195.7,魚,18
鯏,8380,魚 195.7,魚,18
鶃,8381,鳥 196.8,鳥,19
鶫,8382,鳥 196.9,鳥,20
齛,8383,齒 211.5,齒,20
矙,8384,目 109.20,目,24
絾,8385,糸 120.7,糸,12
袗,8386,衣 145.5,衣,10
襬,8387,衣 145.15,衣,20
漤,8388,水 85.11,水,14
闕,8389,門 169.10,門,18
鬐,8390,髟 190.10,髟,20
鲾,8391,魚 195.10,魚,17
鴾,8392,鳥 196.6,鳥,17
稭,8393,禾 115.9,禾,14
籄,8394,竹 118.14,竹,20
聺,8395,耳 128.14,耳,20
褹,8396,衣 145.11,衣,16
訟,8397,言 149.4,言,11
鏕,8398,金 167.11,金,19
齆,8399,鼻 209.10,鼻,24
盫,8400,皿 108.13,皿,18
矎,8401,目 109.15,目,19
礋,8402,石 112.13,石,18
窌,8403,穴 116.5,穴,10
簼,8404,竹 118.13,竹,19
糴,8405,米 119.16,米,22
纴,8406,糸 120.4,糸,7
罵,8407,网 122.10,网,15
翚,8408,羽 124.6,羽,12
耰,8409,耒 127.15,耒,21
艧,8410,舟 137.14,舟,19
藇,8411,艸 140.14,艸,16
虖,8412,虍 141.5,虍,11
蚖,8413,虫 142.4,虫,10
蜎,8414,虫 142.7,虫,13
蜨,8415,虫 142.8,虫,14
蠭,8416,虫 142.17,虫,22
詟,8417,言 149.5,言,12
詵,8418,言 149.6,言,13
譔,8419,言 149.12,言,19
豭,8420,豕 152.9,豕,16
趙,8421,走 156.7,走,14
趬,8422,走 156.12,走,19
阢,8423,阜 170.3,阜,5
圊,8424,囗 31.8,囗,11
醃,8425,酉 164.8,酉,15
録,8426,金 167.8,金,16
鍮,8427,金 167.9,金,17
鍸,8428,金 167.9,金,17
闚,8429,門 169.11,門,19
阤,8430,阜 170.3,阜,5
霫,8431,雨 173.11,雨,19
鞎,8432,革 177.6,革,15
韗,8433,韋 178.9,韋,18
鬖,8434,髟 190.11,髟,21
鳠,8435,魚 195.13,魚,21
鴼,8436,鳥 196.6,鳥,17
鷇,8437,鳥 196.10,鳥,21
黇,8438,黃 201.5,黃,16
黡,8439,黑 203.6,黑,18
齣,8440,齒 211.5,齒,20
盞,8441,皿 108.8,皿,13
眅,8442,目 109.4,目,9
磈,8443,石 112.10,石,14
磳,8444,石 112.12,石,17
穫,8445,禾 115.14,禾,18
窅,8446,穴 116.5,穴,10
窾,8447,穴 116.12,穴,17
筭,8448,竹 118.7,竹,13
箣,8449,竹 118.8,竹,14
簃,8450,竹 118.11,竹,17
簺,8451,竹 118.13,竹,19
粴,8452,米 119.7,米,13
糦,8453,米 119.12,米,18
絟,8454,糸 120.6,糸,12
緺,8455,糸 120.9,糸,14
縩,8456,糸 120.11,糸,17
罍,8457,缶 121.15,缶,21
翣,8458,羽 124.8,羽,14
聟,8459,耳 128.8,耳,14
肊,8460,肉 130.1,肉,5
肙,8461,肉 130.3,肉,7
肞,8462,肉 130.3,肉,7
臞,8463,肉 130.18,肉,22
苶,8464,艸 140.5,艸,8
菭,8465,艸 140.8,艸,11
葖,8466,艸 140.9,艸,12
蕳,8467,艸 140.12,艸,15
蚒,8468,虫 142.4,虫,10
蜪,8469,虫 142.8,虫,14
蝕,8470,虫 142.9,虫,14
蠜,8471,虫 142.15,虫,21
袕,8472,衣 145.5,衣,10
裋,8473,衣 145.7,衣,12
裩,8474,衣 145.8,衣,13
褌,8475,衣 145.9,衣,14
褎,8476,衣 145.9,衣,14
襫,8477,衣 145.15,衣,20
覈,8478,襾 146.13,襾,19
觭,8479,角 148.8,角,15
訆,8480,言 149.2,言,9
訏,8481,言 149.3,言,10
訽,8482,言 149.5,言,12
詨,8483,言 149.6,言,13
譻,8484,言 149.14,言,21
诇,8485,言 149.5,言,7
貑,8486,豸 153.9,豸,16
跱,8487,足 157.6,足,13
坶,8488,土 32.5,土,8
躘,8489,足 157.16,足,23
輖,8490,車 159.8,車,15
轇,8491,車 159.11,車,18
轋,8492,車 159.11,車,17
轕,8493,車 159.13,車,19
迒,8494,辵 162.4,辵,7
郘,8495,邑 163.7,邑,8
醄,8496,酉 164.8,酉,15
醼,8497,酉 164.16,酉,23
鋋,8498,金 167.7,金,14
鏁,8499,金 167.11,金,19
鏭,8500,金 167.11,金,19
鐄,8501,金 167.12,金,19
鑣,8502,金 167.15,金,23
鑷,8503,金 167.18,金,26
辁,8504,車 159.6,車,10
阸,8505,阜 170.5,阜,7
牿,8506,牛 93.7,牛,11
鞝,8507,革 177.8,革,17
頞,8508,頁 181.6,頁,15
瞵,8509,目 109.12,目,17
饤,8510,食 184.2,食,5
駃,8511,馬 187.4,馬,14
駉,8512,馬 187.5,馬,15
騠,8513,馬 187.9,馬,19
驡,8514,馬 187.16,馬,26
髪,8515,髟 190.4,髟,14
鬚,8516,髟 190.12,髟,22
鬿,8517,鬼 194.4,鬼,13
鮌,8518,魚 195.5,魚,16
鯁,8519,魚 195.7,魚,18
鱻,8520,魚 195.22,魚,33
鶚,8521,鳥 196.9,鳥,20
鷫,8522,鳥 196.12,鳥,24
鹖,8523,鳥 196.9,鳥,14
磩,8524,石 112.11,石,16
磭,8525,石 112.11,石,16
稌,8526,禾 115.7,禾,12
穃,8527,禾 115.10,禾,15
綂,8528,糸 120.7,糸,13
膥,8529,肉 130.12,肉,17
膱,8530,肉 130.12,肉,16
臿,8531,臼 134.3,臼,9
艎,8532,舟 137.9,舟,15
苃,8533,艸 140.4,艸,7
茍,8534,艸 140.5,艸,9
蒟,8535,艸 140.10,艸,13
藣,8536,艸 140.15,艸,18
虈,8537,艸 140.21,艸,24
蜐,8538,虫 142.7,虫,13
訅,8539,言 149.2,言,9
詭,8540,言 149.6,言,13
讈,8541,言 149.16,言,23
貿,8542,貝 154.5,貝,12
趷,8543,足 157.3,足,10
蹌,8544,足 157.10,足,17
蹹,8545,足 157.12,足,19
鈰,8546,金 167.5,金,13
銑,8547,金 167.6,金,14
鋫,8548,金 167.7,金,15
鍔,8549,金 167.9,金,17
鐨,8550,金 167.12,金,20
餉,8551,食 184.6,食,14
騛,8552,馬 187.9,馬,19
鯛,8553,魚 195.8,魚,19
鰤,8554,魚 195.10,魚,21
鳳,8555,鳥 196.3,鳥,14
鵂,8556,鳥 196.6,鳥,17
鶢,8557,鳥 196.9,鳥,20
鶳,8558,鳥 196.10,鳥,21
黋,8559,黃 201.6,黃,17
齢,8560,齒 211.5,齒,17
磚,8561,石 112.11,石,16
緲,8562,糸 120.9,糸,15
繳,8563,糸 120.13,糸,19
聝,8564,耳 128.8,耳,14
膴,8565,肉 130.12,肉,16
芵,8566,艸 140.4,艸,7
藫,8567,艸 140.15,艸,18
覓,8568,見 147.4,見,11
誕,8569,言 149.7,言,13
誡,8570,言 149.7,言,14
貎,8571,豸 153.8,豸,15
賄,8572,貝 154.6,貝,13
跰,8573,足 157.6,足,13
踥,8574,足 157.8,足,15
迆,8575,辵 162.3,辵,6
逕,8576,辵 162.7,辵,10
逤,8577,辵 162.7,辵,10
鏢,8578,金 167.11,金,19
鏤,8579,金 167.11,金,19
鑄,8580,金 167.14,金,22
鑽,8581,金 167.19,金,27
頷,8582,頁 181.7,頁,16
鴉,8583,鳥 196.4,鳥,15
鴰,8584,鳥 196.6,鳥,17
麅,8585,鹿 198.5,鹿,16
礱,8586,石 112.16,石,21
祿,8587,示 113.8,示,12
缷,8588,缶 121.2,缶,8
虙,8589,虍 141.5,虍,11
齗,8590,齒 211.4,齒,19
裓,8591,衣 145.7,衣,12
铹,8592,金 167.7,金,12
睙,8593,目 109.8,目,13
矟,8594,矛 110.7,矛,12
硣,8595,石 112.7,石,12
磹,8596,石 112.12,石,17
礀,8597,石 112.12,石,17
禮,8598,示 113.13,示,17
秶,8599,禾 115.6,禾,11
窇,8600,穴 116.5,穴,10
竷,8601,立 117.15,立,20
笣,8602,竹 118.5,竹,11
篃,8603,竹 118.9,竹,15
簬,8604,竹 118.12,竹,19
簯,8605,竹 118.12,竹,18
粓,8606,米 119.5,米,11
粶,8607,米 119.8,米,14
紋,8608,糸 120.4,糸,10
紓,8609,糸 120.4,糸,10
絞,8610,糸 120.6,糸,12
緹,8611,糸 120.9,糸,15
縷,8612,糸 120.11,糸,17
縼,8613,糸 120.11,糸,17
繆,8614,糸 120.11,糸,17
繕,8615,糸 120.12,糸,18
繚,8616,糸 120.12,糸,18
繞,8617,糸 120.12,糸,18
绤,8618,糸 120.7,糸,10
罆,8619,缶 121.11,缶,17
羈,8620,网 122.19,网,24
翆,8621,羽 124.4,羽,10
翑,8622,羽 124.5,羽,11
聵,8623,耳 128.12,耳,18
脵,8624,肉 130.7,肉,11
臄,8625,肉 130.13,肉,17
茽,8626,艸 140.6,艸,9
莊,8627,艸 140.7,艸,10
莢,8628,艸 140.7,艸,10
莵,8629,艸 140.7,艸,10
菕,8630,艸 140.8,艸,11
蓛,8631,艸 140.10,艸,13
蓷,8632,艸 140.11,艸,14
蓸,8633,艸 140.11,艸,14
蔘,8634,艸 140.11,艸,14
蔞,8635,艸 140.11,艸,14
蕘,8636,艸 140.12,艸,15
蕼,8637,艸 140.13,艸,16
薔,8638,艸 140.13,艸,16
藖,8639,艸 140.15,艸,18
藢,8640,艸 140.15,艸,18
藶,8641,艸 140.16,艸,19
蛢,8642,虫 142.6,虫,12
蟯,8643,虫 142.12,虫,18
蠄,8644,虫 142.13,虫,18
蠈,8645,虫 142.13,虫,19
蠎,8646,虫 142.12,虫,17
蠣,8647,虫 142.15,虫,20
襪,8648,衣 145.15,衣,19
覙,8649,見 147.2,見,12
訑,8650,言 149.3,言,10
訣,8651,言 149.4,言,11
詰,8652,言 149.6,言,13
詸,8653,言 149.6,言,13
誰,8654,言 149.8,言,15
諏,8655,言 149.8,言,15
諛,8656,言 149.9,言,15
諮,8657,言 149.9,言,16
諱,8658,言 149.9,言,16
謥,8659,言 149.11,言,18
謨,8660,言 149.11,言,17
譫,8661,言 149.13,言,20
貋,8662,豸 153.7,豸,14
貛,8663,豸 153.18,豸,24
貫,8664,貝 154.4,貝,11
賓,8665,貝 154.7,貝,14
賞,8666,貝 154.8,貝,15
贁,8667,貝 154.11,貝,18
贂,8668,貝 154.11,貝,18
贉,8669,貝 154.12,貝,19
趤,8670,走 156.8,走,15
趯,8671,走 156.14,走,21
趶,8672,足 157.3,足,10
跔,8673,足 157.5,足,12
踴,8674,足 157.9,足,16
蹆,8675,足 157.10,足,16
塥,8676,土 32.10,土,13
輝,8677,車 159.8,車,15
輰,8678,車 159.9,車,16
輿,8679,車 159.10,車,17
轂,8680,車 159.10,車,17
邁,8681,辵 162.13,辵,15
邼,8682,邑 163.6,邑,8
釟,8683,金 167.2,金,10
釠,8684,金 167.2,金,10
釣,8685,金 167.3,金,11
鈉,8686,金 167.4,金,12
鈴,8687,金 167.5,金,13
鈺,8688,金 167.5,金,13
鉂,8689,金 167.5,金,13
銊,8690,金 167.6,金,14
銘,8691,金 167.6,金,14
鋤,8692,金 167.7,金,15
鋭,8693,金 167.7,金,15
錃,8694,金 167.8,金,16
錈,8695,金 167.8,金,16
漭,8696,水 85.11,水,13
錨,8697,金 167.9,金,16
鍤,8698,金 167.9,金,17
鏆,8699,金 167.11,金,19
鐖,8700,金 167.12,金,20
鐧,8701,金 167.12,金,20
鐳,8702,金 167.13,金,21
鑱,8703,金 167.17,金,25
鑾,8704,金 167.19,金,27
镃,8705,金 167.9,金,14
閬,8706,門 169.7,門,15
閾,8707,門 169.8,門,16
閿,8708,門 169.8,門,16
陜,8709,阜 170.7,阜,9
陝,8710,阜 170.7,阜,9
霠,8711,雨 173.9,雨,17
鞏,8712,革 177.6,革,15
鞖,8713,革 177.7,革,16
韨,8714,韋 178.5,韋,9
韼,8715,音 180.10,音,19
韽,8716,音 180.11,音,20
頒,8717,頁 181.4,頁,13
頤,8718,頁 181.7,頁,16
顛,8719,頁 181.10,頁,19
飳,8720,食 184.5,食,13
飸,8721,食 184.5,食,14
餆,8722,食 184.6,食,14
館,8723,食 184.8,食,16
饅,8724,食 184.11,食,19
駐,8725,馬 187.5,馬,15
駡,8726,口 30.13,口,16
駷,8727,馬 187.7,馬,17
騁,8728,馬 187.7,馬,17
騫,8729,馬 187.10,馬,20
騷,8730,馬 187.10,馬,19
騼,8731,馬 187.11,馬,21
髕,8732,骨 188.14,骨,23
魜,8733,魚 195.2,魚,13
鰫,8734,魚 195.10,魚,21
鱗,8735,魚 195.12,魚,23
鱽,8736,魚 195.2,魚,10
鲬,8737,魚 195.7,魚,15
鴻,8738,鳥 196.6,鳥,17
鶆,8739,鳥 196.8,鳥,19
鶊,8740,鳥 196.8,鳥,19
鷳,8741,鳥 196.12,鳥,23
鷿,8742,鳥 196.13,鳥,24
鸁,8743,鳥 196.13,鳥,24
麞,8744,鹿 198.11,鹿,22
鼏,8745,鼎 206.2,鼎,14
鼜,8746,鼓 207.10,鼓,22
鼫,8747,鼠 208.5,鼠,18
齦,8748,齒 211.6,齒,21
䦂,8749,金 167.10,金,18
䲟,8750,魚 195.5,魚,16
䴓,8751,鳥 196.4,鳥,15
䴕,8752,鳥 196.6,鳥,17
䶮,8753,龍 212.4,龍,20
盬,8754,皿 108.13,皿,18
祅,8755,示 113.4,示,8
禡,8756,示 113.10,示,14
禭,8757,示 113.13,示,16
糱,8758,米 119.16,米,22
縂,8759,糸 120.9,糸,15
蠥,8760,虫 142.16,虫,22
軷,8761,車 159.5,車,12
鄮,8762,邑 163.12,邑,14
釱,8763,金 167.3,金,11
銦,8764,金 167.6,金,14
錣,8765,金 167.8,金,16
